time,latitude,longitude,altitude
2024-09-13 11:40:41,58.0909674,26.6905192,168.08
2024-09-13 11:40:42,58.0909673,26.6905187,168.74
2024-09-13 11:40:42,58.0909673,26.6905182,168.79
2024-09-13 11:40:43,58.0909672,26.6905177,168.83
2024-09-13 11:40:43,58.090967,26.6905173,168.85
2024-09-13 11:40:44,58.0909667,26.6905172,168.86
2024-09-13 11:40:44,58.0909666,26.690517,168.87
2024-09-13 11:40:45,58.0909663,26.6905168,168.88
2024-09-13 11:40:45,58.0909661,26.6905169,168.89
2024-09-13 11:40:46,58.0909658,26.6905167,168.89
2024-09-13 11:40:46,58.0909655,26.6905163,168.9
2024-09-13 11:40:47,58.0909652,26.690516,168.91
2024-09-13 11:40:47,58.090965,26.6905154,168.91
2024-09-13 11:40:48,58.0909648,26.6905149,168.8
2024-09-13 11:40:48,58.0909646,26.6905149,168.78
2024-09-13 11:40:49,58.0909644,26.6905151,168.79
2024-09-13 11:40:49,58.0909645,26.6905153,168.8
2024-09-13 11:40:50,58.0909646,26.6905155,168.83
2024-09-13 11:40:50,58.0909643,26.6905156,168.84
2024-09-13 11:40:51,58.0909642,26.6905157,168.86
2024-09-13 11:40:51,58.0909643,26.6905154,168.88
2024-09-13 11:40:52,58.0909644,26.6905153,168.91
2024-09-13 11:40:52,58.0909646,26.6905151,168.94
2024-09-13 11:40:53,58.0909647,26.6905148,168.97
2024-09-13 11:40:53,58.0909649,26.6905145,168.97
2024-09-13 11:40:54,58.090965,26.6905139,169.05
2024-09-13 11:40:54,58.0909651,26.6905131,169.0
2024-09-13 11:40:55,58.0909652,26.690512,168.96
2024-09-13 11:40:55,58.0909654,26.6905109,168.93
2024-09-13 11:40:56,58.0909657,26.6905096,168.91
2024-09-13 11:40:56,58.090966,26.6905084,168.91
2024-09-13 11:40:57,58.0909661,26.6905072,168.91
2024-09-13 11:40:57,58.0909663,26.690506,168.89
2024-09-13 11:40:58,58.0909666,26.6905046,168.88
2024-09-13 11:40:58,58.0909669,26.6905034,168.88
2024-09-13 11:40:59,58.0909672,26.6905019,168.87
2024-09-13 11:40:59,58.0909675,26.6905007,168.87
2024-09-13 11:41:00,58.0909678,26.6904995,170.53
2024-09-13 11:41:00,58.090968,26.6904983,170.56
2024-09-13 11:41:01,58.0909682,26.6904973,170.57
2024-09-13 11:41:01,58.0909683,26.6904962,170.57
2024-09-13 11:41:02,58.0909684,26.6904953,170.59
2024-09-13 11:41:02,58.0909686,26.6904944,170.62
2024-09-13 11:41:03,58.0909688,26.6904935,170.66
2024-09-13 11:41:03,58.0909689,26.6904927,170.69
2024-09-13 11:41:04,58.0909689,26.6904918,170.75
2024-09-13 11:41:04,58.090969,26.690491,170.77
2024-09-13 11:41:05,58.090969,26.6904904,171.28
2024-09-13 11:41:05,58.090969,26.6904896,171.24
2024-09-13 11:41:06,58.090969,26.6904892,171.38
2024-09-13 11:41:06,58.0909683,26.6904879,171.7
2024-09-13 11:41:07,58.0909673,26.690486,172.13
2024-09-13 11:41:07,58.0909678,26.6904851,172.4
2024-09-13 11:41:08,58.0909684,26.6904843,172.53
2024-09-13 11:41:08,58.0909689,26.6904832,172.71
2024-09-13 11:41:09,58.0909688,26.6904823,173.03
2024-09-13 11:41:09,58.0909684,26.6904824,173.49
2024-09-13 11:41:10,58.090968,26.6904826,174.13
2024-09-13 11:41:10,58.0909679,26.6904823,174.62
2024-09-13 11:41:11,58.0909679,26.6904816,174.52
2024-09-13 11:41:11,58.0909678,26.6904801,174.53
2024-09-13 11:41:12,58.0909675,26.6904785,175.07
2024-09-13 11:41:12,58.0909673,26.690478,175.61
2024-09-13 11:41:13,58.0909672,26.6904774,176.15
2024-09-13 11:41:13,58.0909672,26.6904762,176.76
2024-09-13 11:41:14,58.0909676,26.6904748,177.41
2024-09-13 11:41:14,58.0909679,26.6904737,178.02
2024-09-13 11:41:15,58.0909677,26.6904726,178.66
2024-09-13 11:41:15,58.0909673,26.6904713,179.41
2024-09-13 11:41:16,58.0909668,26.6904703,180.25
2024-09-13 11:41:16,58.0909667,26.6904695,181.11
2024-09-13 11:41:17,58.0909665,26.6904691,182.54
2024-09-13 11:41:17,58.0909665,26.6904688,182.32
2024-09-13 11:41:18,58.0909667,26.6904687,182.78
2024-09-13 11:41:18,58.090967,26.6904685,183.46
2024-09-13 11:41:19,58.0909668,26.6904672,184.3
2024-09-13 11:41:19,58.0909669,26.6904657,185.23
2024-09-13 11:41:20,58.0909668,26.6904655,186.18
2024-09-13 11:41:20,58.0909671,26.6904656,187.11
2024-09-13 11:41:21,58.0909675,26.6904646,188.03
2024-09-13 11:41:21,58.0909678,26.6904637,188.91
2024-09-13 11:41:22,58.090968,26.690463,189.85
2024-09-13 11:41:22,58.0909681,26.6904633,190.73
2024-09-13 11:41:23,58.0909679,26.6904637,192.21
2024-09-13 11:41:23,58.0909675,26.6904637,191.6
2024-09-13 11:41:24,58.0909667,26.6904638,192.14
2024-09-13 11:41:24,58.0909663,26.6904636,192.77
2024-09-13 11:41:25,58.0909661,26.6904631,193.44
2024-09-13 11:41:25,58.0909659,26.6904629,194.12
2024-09-13 11:41:26,58.0909655,26.6904621,194.78
2024-09-13 11:41:26,58.0909653,26.6904609,195.45
2024-09-13 11:41:27,58.0909653,26.6904602,196.16
2024-09-13 11:41:27,58.0909652,26.6904598,196.92
2024-09-13 11:41:28,58.0909653,26.6904598,197.64
2024-09-13 11:41:28,58.0909653,26.6904599,198.33
2024-09-13 11:41:29,58.0909651,26.6904595,199.3
2024-09-13 11:41:29,58.0909645,26.6904592,198.89
2024-09-13 11:41:30,58.090964,26.6904587,199.46
2024-09-13 11:41:30,58.0909638,26.690458,200.22
2024-09-13 11:41:31,58.0909636,26.6904575,200.92
2024-09-13 11:41:31,58.0909634,26.6904571,201.63
2024-09-13 11:41:32,58.0909636,26.6904569,202.37
2024-09-13 11:41:32,58.0909638,26.690457,203.08
2024-09-13 11:41:33,58.0909639,26.6904569,203.78
2024-09-13 11:41:33,58.0909636,26.6904567,204.37
2024-09-13 11:41:34,58.0909632,26.6904562,205.06
2024-09-13 11:41:34,58.090963,26.6904559,205.75
2024-09-13 11:41:35,58.0909625,26.690456,206.82
2024-09-13 11:41:35,58.0909621,26.6904564,206.44
2024-09-13 11:41:36,58.0909617,26.6904567,206.93
2024-09-13 11:41:36,58.0909615,26.6904568,207.56
2024-09-13 11:41:37,58.0909615,26.6904565,208.15
2024-09-13 11:41:37,58.0909613,26.6904564,208.71
2024-09-13 11:41:38,58.0909611,26.6904565,209.3
2024-09-13 11:41:38,58.0909605,26.6904565,209.9
2024-09-13 11:41:39,58.09096,26.6904563,210.58
2024-09-13 11:41:39,58.0909596,26.6904561,211.3
2024-09-13 11:41:40,58.0909594,26.6904554,212.0
2024-09-13 11:41:40,58.0909598,26.690455,212.77
2024-09-13 11:41:41,58.0909598,26.6904541,213.73
2024-09-13 11:41:41,58.0909589,26.6904535,213.3
2024-09-13 11:41:42,58.0909583,26.6904534,213.89
2024-09-13 11:41:42,58.090958,26.6904533,214.66
2024-09-13 11:41:43,58.0909577,26.6904533,215.39
2024-09-13 11:41:43,58.0909575,26.6904533,216.05
2024-09-13 11:41:44,58.090957,26.6904532,216.75
2024-09-13 11:41:44,58.090957,26.6904525,217.45
2024-09-13 11:41:45,58.0909568,26.690452,218.14
2024-09-13 11:41:45,58.0909564,26.6904518,218.82
2024-09-13 11:41:46,58.090956,26.6904516,219.58
2024-09-13 11:41:46,58.0909558,26.6904515,220.29
2024-09-13 11:41:47,58.0909556,26.6904519,221.49
2024-09-13 11:41:47,58.0909552,26.6904521,221.19
2024-09-13 11:41:48,58.0909548,26.690452,221.81
2024-09-13 11:41:48,58.0909545,26.6904514,222.55
2024-09-13 11:41:49,58.0909543,26.6904504,223.42
2024-09-13 11:41:49,58.0909541,26.6904499,224.29
2024-09-13 11:41:50,58.0909539,26.6904496,225.12
2024-09-13 11:41:50,58.090954,26.6904492,225.96
2024-09-13 11:41:51,58.090954,26.6904489,226.79
2024-09-13 11:41:51,58.090954,26.6904488,227.68
2024-09-13 11:41:52,58.0909536,26.690449,228.52
2024-09-13 11:41:52,58.0909533,26.6904489,229.33
2024-09-13 11:41:53,58.0909532,26.6904487,230.65
2024-09-13 11:41:53,58.0909533,26.6904488,230.29
2024-09-13 11:41:54,58.0909527,26.6904488,231.07
2024-09-13 11:41:54,58.0909519,26.6904489,231.97
2024-09-13 11:41:55,58.0909515,26.6904489,232.92
2024-09-13 11:41:55,58.0909513,26.6904488,233.86
2024-09-13 11:41:56,58.0909512,26.6904486,234.79
2024-09-13 11:41:56,58.0909511,26.6904483,235.65
2024-09-13 11:41:57,58.090951,26.690448,236.4
2024-09-13 11:41:57,58.0909506,26.6904479,237.16
2024-09-13 11:41:58,58.0909503,26.6904479,237.94
2024-09-13 11:41:58,58.09095,26.6904482,238.74
2024-09-13 11:41:59,58.0909498,26.6904474,239.85
2024-09-13 11:41:59,58.0909497,26.6904469,239.36
2024-09-13 11:42:00,58.0909494,26.6904455,240.03
2024-09-13 11:42:00,58.0909494,26.6904444,240.97
2024-09-13 11:42:01,58.0909495,26.690444,241.91
2024-09-13 11:42:01,58.0909497,26.6904437,242.79
2024-09-13 11:42:02,58.0909499,26.6904428,243.69
2024-09-13 11:42:02,58.0909501,26.690442,244.57
2024-09-13 11:42:03,58.0909502,26.6904412,245.44
2024-09-13 11:42:03,58.0909503,26.6904408,246.34
2024-09-13 11:42:04,58.0909502,26.6904406,247.16
2024-09-13 11:42:04,58.0909499,26.6904407,247.93
2024-09-13 11:42:05,58.0909494,26.6904409,249.26
2024-09-13 11:42:05,58.0909489,26.690441,248.64
2024-09-13 11:42:06,58.0909487,26.6904412,249.22
2024-09-13 11:42:06,58.0909486,26.6904413,249.98
2024-09-13 11:42:07,58.0909484,26.6904418,250.82
2024-09-13 11:42:07,58.0909484,26.6904425,251.56
2024-09-13 11:42:08,58.0909484,26.6904432,252.34
2024-09-13 11:42:08,58.0909484,26.6904435,253.05
2024-09-13 11:42:09,58.0909485,26.6904438,253.84
2024-09-13 11:42:09,58.0909487,26.6904439,254.63
2024-09-13 11:42:10,58.0909487,26.6904441,255.37
2024-09-13 11:42:10,58.0909488,26.6904439,256.08
2024-09-13 11:42:11,58.0909487,26.6904436,257.59
2024-09-13 11:42:11,58.0909487,26.6904435,257.33
2024-09-13 11:42:12,58.0909489,26.6904435,258.08
2024-09-13 11:42:12,58.0909493,26.6904428,258.92
2024-09-13 11:42:13,58.0909496,26.6904422,259.86
2024-09-13 11:42:13,58.0909498,26.6904419,260.75
2024-09-13 11:42:14,58.0909499,26.6904403,261.59
2024-09-13 11:42:14,58.0909504,26.6904382,262.46
2024-09-13 11:42:15,58.0909506,26.6904373,263.26
2024-09-13 11:42:15,58.0909506,26.6904366,264.17
2024-09-13 11:42:16,58.0909508,26.6904358,265.01
2024-09-13 11:42:16,58.0909508,26.6904349,265.8
2024-09-13 11:42:17,58.0909509,26.6904342,267.4
2024-09-13 11:42:17,58.0909509,26.6904337,267.04
2024-09-13 11:42:18,58.0909512,26.6904334,267.76
2024-09-13 11:42:18,58.0909514,26.6904333,268.64
2024-09-13 11:42:19,58.0909519,26.690433,269.51
2024-09-13 11:42:19,58.0909522,26.6904329,270.41
2024-09-13 11:42:20,58.0909525,26.6904327,271.33
2024-09-13 11:42:20,58.0909525,26.6904325,272.2
2024-09-13 11:42:21,58.0909526,26.6904325,273.0
2024-09-13 11:42:21,58.0909529,26.6904323,273.87
2024-09-13 11:42:22,58.0909534,26.6904319,274.81
2024-09-13 11:42:22,58.090954,26.6904316,275.74
2024-09-13 11:42:23,58.0909546,26.6904316,277.57
2024-09-13 11:42:23,58.0909549,26.6904317,277.15
2024-09-13 11:42:24,58.090955,26.690432,277.86
2024-09-13 11:42:24,58.0909549,26.6904329,278.73
2024-09-13 11:42:25,58.0909551,26.6904336,279.62
2024-09-13 11:42:25,58.0909551,26.6904337,280.53
2024-09-13 11:42:26,58.090955,26.6904339,281.47
2024-09-13 11:42:26,58.0909551,26.6904342,282.28
2024-09-13 11:42:27,58.0909551,26.6904347,283.1
2024-09-13 11:42:27,58.0909551,26.6904347,283.92
2024-09-13 11:42:28,58.0909552,26.690435,285.65
2024-09-13 11:42:28,58.0909552,26.690435,285.4
2024-09-13 11:42:29,58.0909551,26.6904352,286.12
2024-09-13 11:42:29,58.090955,26.6904356,287.02
2024-09-13 11:42:30,58.090955,26.6904363,287.88
2024-09-13 11:42:30,58.0909551,26.6904369,288.5
2024-09-13 11:42:31,58.0909553,26.6904373,288.86
2024-09-13 11:42:31,58.0909554,26.6904374,289.09
2024-09-13 11:42:32,58.0909553,26.6904381,289.28
2024-09-13 11:42:32,58.0909553,26.6904384,289.47
2024-09-13 11:42:33,58.0909552,26.6904387,289.62
2024-09-13 11:42:33,58.0909549,26.6904386,289.71
2024-09-13 11:42:34,58.0909548,26.6904384,290.5
2024-09-13 11:42:34,58.0909545,26.6904382,289.76
2024-09-13 11:42:35,58.0909542,26.6904382,289.72
2024-09-13 11:42:35,58.0909542,26.6904382,289.75
2024-09-13 11:42:36,58.0909541,26.6904381,289.79
2024-09-13 11:42:36,58.090954,26.6904381,289.86
2024-09-13 11:42:37,58.090954,26.6904383,289.94
2024-09-13 11:42:37,58.0909537,26.6904383,289.97
2024-09-13 11:42:38,58.0909536,26.6904386,289.96
2024-09-13 11:42:38,58.0909535,26.690439,289.93
2024-09-13 11:42:39,58.0909534,26.6904393,289.95
2024-09-13 11:42:39,58.0909533,26.6904389,289.96
2024-09-13 11:42:40,58.0909533,26.6904385,289.62
2024-09-13 11:42:40,58.0909534,26.6904384,289.55
2024-09-13 11:42:41,58.0909535,26.6904383,289.5
2024-09-13 11:42:41,58.0909535,26.6904383,289.46
2024-09-13 11:42:42,58.0909536,26.6904383,289.46
2024-09-13 11:42:42,58.0909536,26.6904384,289.48
2024-09-13 11:42:43,58.0909534,26.690439,289.49
2024-09-13 11:42:43,58.0909532,26.6904394,289.46
2024-09-13 11:42:44,58.0909526,26.6904402,289.46
2024-09-13 11:42:44,58.0909519,26.6904408,289.63
2024-09-13 11:42:45,58.0909511,26.6904416,290.02
2024-09-13 11:42:45,58.0909505,26.6904422,290.39
2024-09-13 11:42:46,58.0909501,26.6904428,290.38
2024-09-13 11:42:46,58.0909498,26.690444,290.62
2024-09-13 11:42:47,58.0909494,26.6904449,291.01
2024-09-13 11:42:47,58.090949,26.6904454,291.43
2024-09-13 11:42:48,58.0909485,26.6904449,291.92
2024-09-13 11:42:48,58.0909483,26.6904449,292.48
2024-09-13 11:42:49,58.0909484,26.6904454,292.98
2024-09-13 11:42:49,58.0909483,26.6904458,293.45
2024-09-13 11:42:50,58.0909481,26.690446,294.01
2024-09-13 11:42:50,58.0909479,26.6904462,294.69
2024-09-13 11:42:51,58.0909477,26.6904462,295.3
2024-09-13 11:42:51,58.0909473,26.6904461,295.88
2024-09-13 11:42:52,58.0909469,26.6904462,296.47
2024-09-13 11:42:52,58.0909468,26.6904462,296.25
2024-09-13 11:42:53,58.0909466,26.6904465,296.76
2024-09-13 11:42:53,58.0909462,26.6904466,297.33
2024-09-13 11:42:54,58.0909458,26.6904466,297.96
2024-09-13 11:42:54,58.0909455,26.6904466,298.56
2024-09-13 11:42:55,58.0909452,26.6904467,299.2
2024-09-13 11:42:55,58.0909451,26.6904466,299.83
2024-09-13 11:42:56,58.0909449,26.6904464,300.59
2024-09-13 11:42:56,58.0909449,26.6904462,301.32
2024-09-13 11:42:57,58.090945,26.6904454,302.05
2024-09-13 11:42:57,58.0909453,26.6904449,302.78
2024-09-13 11:42:58,58.0909458,26.6904445,303.95
2024-09-13 11:42:58,58.0909461,26.6904439,303.75
2024-09-13 11:42:59,58.0909461,26.6904435,304.5
2024-09-13 11:42:59,58.0909462,26.6904432,305.32
2024-09-13 11:43:00,58.0909462,26.6904427,306.13
2024-09-13 11:43:00,58.0909462,26.6904423,306.97
2024-09-13 11:43:01,58.0909462,26.6904414,307.83
2024-09-13 11:43:01,58.0909462,26.6904405,308.64
2024-09-13 11:43:02,58.090946,26.6904396,309.47
2024-09-13 11:43:02,58.0909458,26.6904388,310.27
2024-09-13 11:43:03,58.0909458,26.6904386,311.16
2024-09-13 11:43:03,58.0909458,26.690438,312.08
2024-09-13 11:43:04,58.0909459,26.6904374,313.08
2024-09-13 11:43:04,58.0909459,26.6904373,312.72
2024-09-13 11:43:05,58.0909458,26.6904369,313.46
2024-09-13 11:43:05,58.0909457,26.6904369,314.36
2024-09-13 11:43:06,58.0909454,26.6904372,315.26
2024-09-13 11:43:06,58.0909449,26.6904377,316.09
2024-09-13 11:43:07,58.0909446,26.690438,316.93
2024-09-13 11:43:07,58.0909446,26.6904381,317.78
2024-09-13 11:43:08,58.0909447,26.6904383,318.62
2024-09-13 11:43:08,58.0909448,26.6904386,319.49
2024-09-13 11:43:09,58.0909449,26.6904381,320.27
2024-09-13 11:43:09,58.090945,26.6904375,321.08
2024-09-13 11:43:10,58.0909452,26.6904371,322.37
2024-09-13 11:43:10,58.0909453,26.6904363,321.94
2024-09-13 11:43:11,58.0909455,26.6904361,322.64
2024-09-13 11:43:11,58.0909455,26.6904363,323.46
2024-09-13 11:43:12,58.0909454,26.6904365,324.35
2024-09-13 11:43:12,58.0909453,26.6904366,325.3
2024-09-13 11:43:13,58.0909452,26.6904364,326.17
2024-09-13 11:43:13,58.0909452,26.6904361,327.01
2024-09-13 11:43:14,58.090945,26.6904358,327.91
2024-09-13 11:43:14,58.0909452,26.6904357,328.71
2024-09-13 11:43:15,58.0909455,26.6904359,329.55
2024-09-13 11:43:15,58.0909459,26.6904361,330.39
2024-09-13 11:43:16,58.090946,26.690436,332.12
2024-09-13 11:43:16,58.0909461,26.6904358,331.64
2024-09-13 11:43:17,58.0909463,26.6904352,332.31
2024-09-13 11:43:17,58.0909467,26.6904352,333.14
2024-09-13 11:43:18,58.0909471,26.6904352,333.97
2024-09-13 11:43:18,58.0909476,26.6904348,334.78
2024-09-13 11:43:19,58.090948,26.6904343,335.62
2024-09-13 11:43:19,58.0909483,26.6904344,336.44
2024-09-13 11:43:20,58.0909487,26.6904348,337.23
2024-09-13 11:43:20,58.0909488,26.6904351,338.08
2024-09-13 11:43:21,58.0909491,26.6904351,338.89
2024-09-13 11:43:21,58.0909495,26.6904349,339.65
2024-09-13 11:43:22,58.09095,26.6904347,342.28
2024-09-13 11:43:22,58.0909504,26.6904344,341.92
2024-09-13 11:43:23,58.090951,26.6904342,342.65
2024-09-13 11:43:23,58.0909512,26.6904343,343.51
2024-09-13 11:43:24,58.0909512,26.6904345,344.41
2024-09-13 11:43:24,58.090951,26.6904345,345.29
2024-09-13 11:43:25,58.090951,26.6904347,346.17
2024-09-13 11:43:25,58.0909511,26.6904348,347.02
2024-09-13 11:43:26,58.0909509,26.690435,347.9
2024-09-13 11:43:26,58.090951,26.6904348,348.77
2024-09-13 11:43:27,58.090951,26.6904349,349.59
2024-09-13 11:43:27,58.0909511,26.690435,350.44
2024-09-13 11:43:28,58.0909511,26.6904352,351.79
2024-09-13 11:43:28,58.0909509,26.6904356,351.26
2024-09-13 11:43:29,58.0909506,26.6904357,351.96
2024-09-13 11:43:29,58.0909503,26.6904359,352.83
2024-09-13 11:43:30,58.09095,26.6904361,353.71
2024-09-13 11:43:30,58.09095,26.6904361,354.58
2024-09-13 11:43:31,58.09095,26.690436,355.43
2024-09-13 11:43:31,58.0909498,26.690436,356.23
2024-09-13 11:43:32,58.0909498,26.6904366,357.09
2024-09-13 11:43:32,58.0909499,26.6904369,357.93
2024-09-13 11:43:33,58.0909498,26.6904374,358.74
2024-09-13 11:43:33,58.0909498,26.6904381,359.61
2024-09-13 11:43:34,58.0909494,26.6904391,360.52
2024-09-13 11:43:34,58.0909494,26.6904395,360.08
2024-09-13 11:43:35,58.0909495,26.6904393,360.72
2024-09-13 11:43:35,58.0909496,26.6904397,361.6
2024-09-13 11:43:36,58.0909495,26.6904401,362.4
2024-09-13 11:43:36,58.0909496,26.6904404,363.21
2024-09-13 11:43:37,58.0909498,26.6904412,363.97
2024-09-13 11:43:37,58.09095,26.6904419,364.68
2024-09-13 11:43:38,58.09095,26.6904425,365.52
2024-09-13 11:43:38,58.09095,26.6904428,366.3
2024-09-13 11:43:39,58.09095,26.6904433,367.04
2024-09-13 11:43:39,58.0909501,26.6904438,367.87
2024-09-13 11:43:40,58.0909501,26.690444,368.39
2024-09-13 11:43:40,58.0909499,26.6904439,368.05
2024-09-13 11:43:41,58.0909496,26.6904441,368.79
2024-09-13 11:43:41,58.0909489,26.6904449,369.72
2024-09-13 11:43:42,58.0909482,26.6904456,370.57
2024-09-13 11:43:42,58.0909479,26.6904463,371.51
2024-09-13 11:43:43,58.0909476,26.6904464,372.4
2024-09-13 11:43:43,58.0909474,26.6904464,373.22
2024-09-13 11:43:44,58.090947,26.6904466,374.06
2024-09-13 11:43:44,58.0909465,26.6904471,374.87
2024-09-13 11:43:45,58.0909462,26.6904475,374.8
2024-09-13 11:43:45,58.090946,26.6904482,374.54
2024-09-13 11:43:46,58.0909457,26.6904489,375.24
2024-09-13 11:43:46,58.0909453,26.6904495,376.04
2024-09-13 11:43:47,58.0909449,26.6904499,376.9
2024-09-13 11:43:47,58.0909445,26.6904503,377.79
2024-09-13 11:43:48,58.090944,26.690451,378.67
2024-09-13 11:43:48,58.0909435,26.6904513,379.57
2024-09-13 11:43:49,58.0909431,26.6904517,380.44
2024-09-13 11:43:49,58.0909428,26.6904523,381.29
2024-09-13 11:43:50,58.0909425,26.6904531,382.17
2024-09-13 11:43:50,58.0909423,26.6904541,383.04
2024-09-13 11:43:51,58.0909418,26.690455,383.28
2024-09-13 11:43:51,58.0909413,26.6904556,382.78
2024-09-13 11:43:52,58.0909409,26.6904562,383.47
2024-09-13 11:43:52,58.0909407,26.6904564,384.33
2024-09-13 11:43:53,58.0909405,26.6904567,385.22
2024-09-13 11:43:53,58.0909405,26.6904567,386.15
2024-09-13 11:43:54,58.0909401,26.690457,386.99
2024-09-13 11:43:54,58.0909399,26.6904574,387.73
2024-09-13 11:43:55,58.0909393,26.690458,388.54
2024-09-13 11:43:55,58.0909387,26.6904584,389.31
2024-09-13 11:43:56,58.0909381,26.6904588,390.17
2024-09-13 11:43:56,58.0909376,26.6904591,390.95
2024-09-13 11:43:57,58.0909371,26.6904593,391.17
2024-09-13 11:43:57,58.0909368,26.6904594,390.64
2024-09-13 11:43:58,58.0909365,26.6904599,391.36
2024-09-13 11:43:58,58.0909362,26.6904599,392.18
2024-09-13 11:43:59,58.0909357,26.6904601,393.1
2024-09-13 11:43:59,58.0909353,26.6904607,393.98
2024-09-13 11:44:00,58.0909349,26.6904611,394.82
2024-09-13 11:44:00,58.0909346,26.6904617,395.71
2024-09-13 11:44:01,58.0909345,26.6904622,396.53
2024-09-13 11:44:01,58.0909343,26.6904622,397.32
2024-09-13 11:44:02,58.0909341,26.6904622,398.19
2024-09-13 11:44:02,58.0909338,26.6904622,399.0
2024-09-13 11:44:03,58.0909336,26.6904625,399.19
2024-09-13 11:44:03,58.0909334,26.6904631,398.69
2024-09-13 11:44:04,58.0909331,26.6904637,399.35
2024-09-13 11:44:04,58.0909328,26.6904642,400.17
2024-09-13 11:44:05,58.0909325,26.6904648,400.96
2024-09-13 11:44:05,58.090932,26.6904653,401.69
2024-09-13 11:44:06,58.0909314,26.6904656,402.42
2024-09-13 11:44:06,58.090931,26.6904659,403.12
2024-09-13 11:44:07,58.0909305,26.6904658,403.79
2024-09-13 11:44:07,58.0909301,26.6904658,404.37
2024-09-13 11:44:08,58.0909294,26.6904661,404.94
2024-09-13 11:44:08,58.090929,26.6904667,405.54
2024-09-13 11:44:09,58.0909287,26.6904674,406.11
2024-09-13 11:44:09,58.0909283,26.690468,405.54
2024-09-13 11:44:10,58.0909281,26.6904684,406.03
2024-09-13 11:44:10,58.0909279,26.6904687,406.62
2024-09-13 11:44:11,58.0909278,26.6904688,407.28
2024-09-13 11:44:11,58.0909277,26.6904691,408.14
2024-09-13 11:44:12,58.0909278,26.6904694,408.9
2024-09-13 11:44:12,58.0909278,26.6904697,409.62
2024-09-13 11:44:13,58.0909277,26.6904701,410.34
2024-09-13 11:44:13,58.0909277,26.6904705,411.05
2024-09-13 11:44:14,58.0909274,26.6904706,411.78
2024-09-13 11:44:14,58.0909272,26.6904709,412.53
2024-09-13 11:44:15,58.0909268,26.6904712,412.99
2024-09-13 11:44:15,58.0909265,26.6904715,412.67
2024-09-13 11:44:16,58.0909261,26.6904717,413.37
2024-09-13 11:44:16,58.0909259,26.690472,414.12
2024-09-13 11:44:17,58.0909259,26.690472,414.95
2024-09-13 11:44:17,58.0909261,26.6904721,415.72
2024-09-13 11:44:18,58.0909261,26.690472,416.46
2024-09-13 11:44:18,58.0909261,26.6904719,417.28
2024-09-13 11:44:19,58.0909262,26.6904717,418.12
2024-09-13 11:44:19,58.0909263,26.690472,418.91
2024-09-13 11:44:20,58.0909264,26.6904721,419.78
2024-09-13 11:44:20,58.0909263,26.6904721,420.56
2024-09-13 11:44:21,58.0909262,26.6904724,421.63
2024-09-13 11:44:21,58.0909262,26.690473,421.28
2024-09-13 11:44:22,58.0909261,26.6904737,422.06
